"SYNAO_IDENT","TSYNAO_IDENT","INGA_IDENT","SYNAO_LIBELLE","SYNAO_ORDRE","SYNAO_OBSOLET"
"682","2","1277","huile de silicones",,"False"
"683","2","1291","cyclamate de sodium",,"False"
"684","2","1293","saccharine de potassium",,"False"
"685","2","1296","hespérétine",,"False"
"686","2","1300","sirop de maltitol",,"False"
"687","2","1301","lactobiosite",,"False"
"688","2","1303","érythrite",,"False"
"689","2","1085","chlorophylline sodique",,"False"
"690","2","1087","complexes cuivre-chlorophyllines",,"False"
"692","2","1156","sel disodique de l'acide de L(+) tartrique",,"False"
"693","2","1157","sel dipotassique de l'acide de L(+) tartrique",,"False"
"694","2","1160","orthophosphate disodique",,"False"
"695","2","1161","orthophosphate dipotassique",,"False"
"697","2","1163","phoshate dimagnésique",,"False"
"698","2","1164","sel monosodique de l'acide malique",,"False"
"699","2","1166","sel monocalcique de l'acide malique",,"False"
"700","2","1197","pyrophosphate trisodique acide",,"False"
"701","2","1198","triphosphate pentapotassique",,"False"
"702","2","1199","polyphosphate calcique",,"False"
"703","2","1227","bicarbonate de sodium",,"False"
"704","2","1254","acide myristique",,"False"
"705","2","1276","glycinate de sodium",,"False"
"706","2","1277","diméthyl silicone",,"False"
"707","2","1291","cyclamate de calcium",,"False"
"708","2","1293","saccharine",,"False"
"709","2","1300","sirop de glucose hydrogéné",,"False"
"710","2","1085","chlorophylline potassique",,"False"
"711","2","1087","complexe cuivrique de la chlorophylline sodique",,"False"
"713","2","1160","phosphate trisodique",,"False"
"714","2","1161","phosphate tripotassique",,"False"
"716","2","1163","hydrogéno-phosphate de magnésium",,"False"
"717","2","1197","diphosphate tétrasodique",,"False"
"718","2","1198","tripolyphosphate pentapotassique",,"False"
"719","2","1227","sesquicarbonate de sodium",,"False"
"720","2","1254","acide palmitique",,"False"
"721","2","1087","complexe cuivrique de la chlorophylline potassique",,"False"
"723","2","1161","monophosphate tripotassique",,"False"
"725","2","1163","orthophosphate dimagnésique",,"False"
"726","2","1197","pyrophosphate tétrasodique",,"False"
"727","2","1198","triphosphate de potassium",,"False"
"728","2","1227","monohydrogéno-dicarbonate de sodium",,"False"
"729","2","1254","acide stéarique",,"False"
"730","2","1161","orthophosphate tripotassique",,"False"
"732","2","1197","pyrophosphate de sodium",,"False"
"733","2","1198","tripolyphosphate de potassium",,"False"
"734","2","1254","acide oléique",,"False"
"735","2","1197","diphosphate dipotassique",,"False"
"736","2","1197","pyrophosphate dipotassique",,"False"
"738","2","709","vitamine A",,"False"
"739","2","1437","Diméthylglycine HCL",,"False"
"740","2","1439","Lémonal",,"False"
"741","2","1444","AAKG",,"False"
"742","2","1041","Coenzyme Q10",,"False"
"743","2","1208","carboxyméthylcellulose de sodium réticluée",,"False"
"744","2","1208","Croscarmellose sodique",,"False"
"745","2","1281","gomme laque blanchie",,"False"
"746","2","1281","gomme laque blanche",,"False"
"747","2","1281","Shellac",,"False"
"748","2","1447","Charbon actif",,"False"
"749","2","1470","E333",,"False"
"751","2","1473","Amyloglucosidase",,"False"
"752","2","755","vitamine B5",,"False"
"753","2","1521","Mannitol",,"False"
"756","2","752","silicium",,"False"
"757","2","752","Silice",,"False"
"758","2","1552","Moule verte de Nouvelle-Zélande",,"False"
"759","2","1427","E464",,"False"
"760","2","1427","HPMC",,"False"
"761","2","1427","Hypromellose",,"False"
"762","2","1205","hydroxypropylméthylcellulose",,"False"
"763","2","1205","HPMC",,"False"
"764","2","1205","Hypromellose",,"False"
"769","2","1574","Terre de sommières",,"False"
"770","2","1574","Montmorillonite",,"False"
"771","1","1574","Silicate aluminium hydraté",,"False"
"772","1","1574","Smectite",,"False"
"776","2","1592","Acide myo-inositol",,"False"
"777","2","1592","Acide phytique",,"False"
"782","2","1601","PLCAR",,"False"
"783","2","1607","Sel disodique de l ATP",,"False"
"784","1","1580","L-5-HTP",,"False"
"785","1","1581","5-HTP",,"False"
"786","1","1581","oxitriptan",,"False"
"787","2","1612","Oligopeptide d elastine",,"False"
"788","2","772","magnésium",,"False"
"790","2","1636","Kaolinite",,"False"
"792","1","1645","Hydroxylapatite",,"False"
"793","2","1653","Adénosylméthionine",,"False"
"794","2","1653","SAM-e",,"False"
"795","2","1665","Levure de boulanger traitée aux UV",,"False"
"799","2","1691","Na-RALA",,"False"
"800","2","1698","Créatine de phosphate",,"False"
"801","1","1699","Créatine AKG",,"False"
"802","2","757","vitamine D",,"False"
"803","2","1246","dioxyde de silicium",,"False"
"804","2","1246","silice",,"False"
"805","2","1162","phosphates de calcium",,"False"
"806","2","1162","phosphate monocalcique",,"False"
"807","2","1162","phosphate dicalcique",,"False"
"808","2","1162","monophosphate dicalcique",,"False"
"809","2","1162","orthophosphate dicalcique",,"False"
"810","2","1162","phosphate tricalcique",,"False"
"811","2","1162","monophosphate tricalcique",,"False"
"812","2","1162","orthophosphate tricalcique",,"False"
"813","2","1162","phosphate de calcium d'hydrogène",,"False"
"815","1","1728","Margaritifera margaritifera Linnaeus",,"False"
"816","2","1728","Mulette perlière",,"False"
"817","2","1733","Sustamine",,"False"
"821","2","1752","autolysat de poisson",,"False"
"822","2","1763","NAG",,"False"
"825","2","1777","L-HPC",,"False"
"826","2","1777","E463a",,"False"
"829","2","1115","anthocyanes",,"False"
"837","2","1812","érythrosine",,"False"
"838","2","1200","bêta-cyclodextrine",,"False"
"840","2","1105","PEG 6000",,"False"
"841","2","1105","macrogol",,"False"
"842","2","1105","PEG 400",,"False"
"843","2","1105","PEG 3000",,"False"
"844","2","1105","PEG 4000",,"False"
"845","2","1105","PEG 3350",,"False"
"846","2","1105","PEG 8000",,"False"
"847","2","1105","Polyéthylène glycol",,"False"
"848","2","936","DMAE",,"False"
"850","2","745","zinc",,"False"
"852","2","1823","Apis panis",,"False"
"853","2","888","acide alpha-lipoïque",,"False"
"854","2","1809","Butyrine",,"False"
"855","1","1809","Tributyrylglycérol",,"False"
"856","2","837","vitamine K",,"False"
"857","1","837","phytoménadione",,"False"
"858","2","1649","Balle de riz",,"False"
"859","2","1212","monoglycéride d'acides gras",,"False"
"860","2","1212","diglycéride d'acides gras",,"False"
"861","2","1212","Mono et diglycérides d'acides gras",,"False"
"862","2","1837","miel de dattes",,"False"
"864","2","711","sodium",,"False"
"872","1","1529","Euphausia superba",,"False"
"873","2","1819","Monolaurine",,"False"
"874","2","1747","Silicium organique",,"False"
"875","2","1845","Alpha GPC",,"False"
"876","1","1845","Alfoscérate de choline",,"False"
"878","2","705","vitamine B9",,"False"
"879","2","705","Acide folique",,"False"
"881","2","1117","dioxyde de titane",,"False"
"882","2","1862","Koji fermenté",,"False"
"883","2","1865","IHAT",,"False"
"884","1","1865","Tartrate-adipate d'oxohydroxyde de fer",,"False"
"885","1","1865","Tartrate-adipate d'oxyhydroxyde de fer",,"False"
"887","2","1858","Bifidobacterium Lactis inactivé",,"False"
"888","2","1868","flavonoïdes de réglisse",,"False"
"892","1","1872","acide cis-9-hexadécénoïque",,"False"
"893","2","1872","oméga 7",,"False"
"894","2","1870","acide palmique",,"False"
"895","1","1873","acide octadécanoïque",,"False"
"901","2","1874","Crevette bouquet",,"False"
"902","2","1874","Crevette rose",,"False"
"903","2","1875","Krill antarctique",,"False"
"904","2","1876","bois de velours ",,"False"
"905","2","1876","bois d'élan",,"False"
"906","2","1877","magnésium",,"False"
"907","2","1670","Mumiyo raffiné",,"False"
"908","2","1670","Mumijo",,"False"
"909","1","1670","Asphaltum bitumens",,"False"
"910","2","1878","Crevette nordique",,"False"
"911","2","1878","Crevette nordique du Canada",,"False"
"913","1","1880","E1210",,"False"
"916","2","1881","magnésium",,"False"
"922","2","1031","glucosamine",,"False"
"925","1","1765","huile de calanus finmarchicus",,"False"
"926","2","1030","chondroïtine",,"False"
"927","2","1882","chondroïtine",,"False"
"928","2","1526","Sulfate de glucosamine chlorure de potassium",,"False"
"929","2","919","glucosamine",,"False"
"930","2","1887","magnésium",,"False"
"931","2","908","Triméthylglycine ",,"False"
"933","2","1676","Flavonoïdes de Citrus",,"False"
"934","2","1889","Lait ribot",,"False"
"935","2","1889","Lait battu",,"False"
"936","1","955","Beta-hydroxy beta methylbutyrate",,"False"
"937","2","1597","Serrapeptidase",,"False"
"938","2","1597","Serralysin",,"False"
"939","2","1597","Serratiapeptase",,"False"
"940","2","1597","Serratia peptidase",,"False"
"941","3","1897","TUDCA",,"False"
